Unnamed: 0,Review,place
1336.0,Shrine of Vizag!!,Simhachalam Temple
1337.0,"Being a vizagite I've got the opportunity to visit Simhachalam quite a few times. The divine feeling you get once you step in is really great. This age old temple gives you a mesmerizing feeling with the kind of brilliant architecture it has. In the temple you'll find Lord Narasimha (the man-lion), an incarnation (avatar) of Vishnu.",Simhachalam Temple
1338.0,Poewer Of narasimha swamy,Simhachalam Temple
1339.0,Famous Temple with powerful god. every one must visit the temple. it is old temple and it is hisrorical place,Simhachalam Temple
1340.0,Historical Place too,Simhachalam Temple
1341.0,"Guess What ?

This Place is Temple, Historical Attraction, Beautiful, Naturally Landscaped and Serve's the Poor, Feed the Poor

Also Known as Mini Tirupathi Balaji Attraction",Simhachalam Temple
1342.0,Historical and grand,Simhachalam Temple
1343.0,"Located approx., 25 km from the city, this 11th century grand temple is dedicated to Lord Narsimha. Very large no. of devotees come here for pilgrimage. Better to hire a guide for knowing history and architectural intricacy.",Simhachalam Temple
1344.0,A popular attraction of Vizag,Simhachalam Temple
1345.0,"The temple is quite beautiful, and is a 40min drive from the city. No cameras are allowed inside the temple, and also you have to take off your shoes in your car only, to avoid long queues.",Simhachalam Temple
1346.0,Simhadri Appanna at Simhachalam Temple,Simhachalam Temple
1347.0,Its a temple of Simhadri Appanna or Narasimha Swamy is one of the ancient temple built in 11 century and trustees of Gajapati Kindom. located on hill station of Visakhapatnam.,Simhachalam Temple
1348.0,"Nice Temple of Lord Narasimha swamy, Located on Hill top. 15th century temple",Simhachalam Temple
1349.0,we frequently visit to this temple as it is in my home town. feel peace of mind sitting inside temple premises.,Simhachalam Temple
1350.0,Nice temple,Simhachalam Temple
1351.0,"Very comfortable darshan, neat & clean temple every where, all the pujari & pandits are good, nice management, every hindu must visit this temple.. Nice view of Kailasgiri on the way... Good public transportation ... Its better to take OLA's cab service..And I think the management of Shree Mandir, Puri Odisha once visit and learn how the authority of Simanchalam Temple are running smoothly their temple.... (JAI GOVINDA)",Simhachalam Temple
1352.0,Narsimha Swamy temple,Simhachalam Temple
1353.0,Nice dharshan. They have developed the temple a lot. Newly constructed queue complex and transport facilty,Simhachalam Temple
1354.0,Beautiful,Simhachalam Temple
1355.0,The road leading to the temple is absolutely picturesque!!! And the temple is clean and beautiful !!!,Simhachalam Temple
1356.0,Excellent road from Vishakapatnam to Simhachalam,Simhachalam Temple
1357.0,"Mobile phones are not allowed inside the temple premises. The temple authorities have put up this display only near queue entrance which is about 200 feet away from parking area.

In July, weather was so hot that we could not place our bare feet on road (literally). Wearing socks may help, but haven't tried it personally.

There are three entrances, Rs. 100, Rs. 20 and free entrance. All the entrances will take you only up to a point from where the group gets mixed and move towards the deity. If you want to cut short your time, Rs. 20 line is ideal.

Avoid buying Tulsi or any garlands from vendors who will pester you in queue. The temple priests will not accept it and so you will have to be satisfied in garlanding statues in periphery yourselves.

Temple ladoo is very famous. Don't miss it. Also, don't miss to get Annadana Prasadam.",Simhachalam Temple
1358.0,"God is everywhere, but this is divine !!!",Simhachalam Temple
1359.0,"One great fact about the temple, it was build using a very special kind of stone which acts as Climate Control.
When the temperatures were too high, i felt like i was in Swiss.
True, the temperature in the temple is quite opposite to outside world.
I heard a lot good stories about this temple.
Overall, this is a great place one should visit in a lifetime.",Simhachalam Temple
1360.0,Amazingpeace,Simhachalam Temple
1361.0,ituated on the simhachalam hill itwas quide crowded.There are special ickets for Rs.200 which enable you to stay inside the main sanctum for archana,Simhachalam Temple
1362.0,Must go if you are travelling Visakhapatnam,Simhachalam Temple
1363.0,One of the best temple of lord narsingha in Visakhapatnam. Avoid Saturdays as you find long queue on saturday.,Simhachalam Temple
1364.0,Divinity meets Serenity,Simhachalam Temple
1365.0,Simhachalam is one temple that helps you connect with your inner-self. Beautiful surroundings and scenic views all around. The very sight of the Lord makes you forget all your worldly responsibilities and takes you into trans-mode. Prasadam is a must-try! Have a happy darshan :),Simhachalam Temple
1366.0,Devotional place,Simhachalam Temple
1367.0,The place is famous for Narasimha Swamy as we know. The place is well built with connectivity of rail and road. There are a lot of hotels in and around the Simahachalam. visakhapatnam is 15 km far from this place.,Simhachalam Temple
1368.0,Must see Pilgrimage in Vizag,Simhachalam Temple
1369.0,"Temple of Sri Lakshmi Narasimha Swamy, avatar of Lord Vishnu.
Have very good connectivity from Bus Station or railway Station of Vizag (Visakhapatnam)
always try to go in morning time and take special darshan ticket inside the temple so that can stay inside the garbha gudi for some time see and pray god.
Expect heavy rush in saturday and sunday morning and evening.
One can offer their hair to god same like at Tirupathi.",Simhachalam Temple
1370.0,abode of sri laxmi narshimha swamy,Simhachalam Temple
1371.0,nice place on the hills where we can witness the half of the city of vishakapatnam with half between the mountains. the temple is an ancient buils with sculpture carvings on it. avoid going during holidays due to rush.,Simhachalam Temple
1372.0,Must view...,Simhachalam Temple
1373.0,"It is a Lord Narashima Temple, avatar or Lord Vishnu. It is an excellent temple. It is just 10 km from vishakapatnam.",Simhachalam Temple
1374.0,Nice Pilgrimage.,Simhachalam Temple
1375.0,Great Views while climbing by road. Sunset time is must see. Avoid going in rushy summer days. Special Darsan is comfortable. Nice Time pass and devotion.,Simhachalam Temple
1376.0,Narasimha Swamy Temple,Simhachalam Temple
1377.0,Temple with a lot of prominence and history . Also has a lift for old people . Special darshan costs a ticket of 100 . Om Namo Narayanaya.,Simhachalam Temple
1378.0,Simachalam,Simhachalam Temple
1379.0,"An usual South Indian Temple of lord Narasimhan ... near to Vizag ... plenty of Government buses, private car etc .... can be clubbed within the 1 day Vizag package tour.",Simhachalam Temple
1380.0,Typical Temple,Simhachalam Temple
1381.0,"Good place to visit ,other temples are similar.The temple is still functioning.The stone carving around building looks nice consider it is made 1000+ years ago.",Simhachalam Temple
1382.0,Narasimha Temple on Hills,Simhachalam Temple
1383.0,"Though it will be a bit crowded, Holy Darshana of the deity is worth the wait.
This place is relatively cooler and a must visit if you are around Vizag.",Simhachalam Temple
1384.0,excelent hill view,Simhachalam Temple
1385.0,"hill view is very good by travel own vehicle or public transport on that day no of marriages re done , road side hopping is good experience",Simhachalam Temple
1386.0,Amazing temple,Simhachalam Temple
1387.0,Amazing temple must visit when travelling to Vizag. This temple is located very near from Vizag city and is hardly a 1/2 hr drive from Vizag station or bus stand.,Simhachalam Temple
1388.0,Lord Varahalakshminarayana temple,Simhachalam Temple
1389.0,"After a long time i entered into the temple,which is modernized,Simhadri or Simhachalam is a Hindu temple located in the Visakhapatnam City suburb of Simhachalam in Andhra Pradesh, South India. It is dedicated to Narasimha (the man-lion), an incarnation (avatar) of Vishnu. The architectural style of the central shrine is Kalinga architecturei like stone throne behind the temple and wooden chariot, ""Simha"" means lion; ""Adri"" or ""Achala"" means hill. The temple is located at the top of a hill; hence the temple is called Simhachalam. Sri Varahalakshmi Narasimha Swamy, the lion-man incarnation of Lord Vishnu, is the presiding deity of the temple. The temple is one of the eighteen ""Narasimha Kshetras"", the shrines of Lord Narasimha, in India. The deity is usually covered with sandalwood paste year round and can be seen without sandalwood (""nijaroopa darshan"" – holy appearance in true form) for only 12 hours per year.[1] On Akshaya Tritiya Day, the deity is re-covered with sandalwood paste. The festival of 'Chandana yatra' or 'Chandanotsavam' falls every year in Vaisakha (May). No dislikes because all were available near the temple or else there is so many hotels and restaurants in vizag to stay.",Simhachalam Temple
1390.0,only limestone caves in AP.,Simhachalam Temple
1391.0,you can appreciate it better if you know a bit about geology. be sure to be aware of monkey menace. you can buy some forest produce around it. and tribal crafts. be prepared to walk a lot.,Simhachalam Temple
1392.0,Must visit,Simhachalam Temple
1393.0,"One can reach by cab, local bus or drive around 20 km city. Once can also climb through stairs in 15 minutes. Lord Narasimha temple is well known and popular. Never miss a hug of kappa stambham.
Also pl. take a wonderful view of my lovely vizag from its view point.",Simhachalam Temple
1394.0,Must watch,Simhachalam Temple
1395.0,Travelling to this place is fun and there is no problem of transportation as there are frequent buses available. No problem of stay as there are rooms available for stay at a walkable distance from the temple.,Simhachalam Temple
1396.0,Famous NARASHMIR TEMPLE,Simhachalam Temple
1397.0,Better you have to visit this temple in the early morning. lot of town buses are available from RTC bus stand & max 45 minutes journey,Simhachalam Temple
1398.0,"Majestic, well managed",Simhachalam Temple
1399.0,The temple complex is huge and well managed. The crowd management system is in place and there is continuous efforts to keep it clean.,Simhachalam Temple
1400.0,Narsimha Temple,Simhachalam Temple
1401.0,"one of the rare Narsimha temple of reverence and eminence. excellent management, clean and still retains the spiritual ambiance",Simhachalam Temple
1402.0,Nice view from the Temple,Simhachalam Temple
1403.0,Temple is good. Try to reach there by max afternoon. Then only people can enjoy the temple as well as the view. by 7pm the temple get closed mostly.,Simhachalam Temple
1404.0,Lord Narasimha temple,Simhachalam Temple
1405.0,This place is know to be a holy place. The architecture was very good.. this place is about 25 km from vizag city....,Simhachalam Temple
1406.0,Nice historical place,Simhachalam Temple
1407.0,"Excellent place but be prepared to wait a lot and share with thousands of locals. There is allways a long line to wait. Shoes are not allowed inside, you have to leave them outside...in the car or they´ll be gone when you exit. Everything you have on your feet counts as shoes...",Simhachalam Temple
1408.0,a must visit in vizag,Simhachalam Temple
1409.0,"it is an old, well maintained hilltop temple about 15 km from the city.A visit, while in vizag would be a worthwhile experience.",Simhachalam Temple
1410.0,Excellent and calm place to worship GOD,Simhachalam Temple
1411.0,EVERY THING. Nothing was lacking at such a nice place. One should find morning hour and proper months for visit to this pillgrimage.,Simhachalam Temple
1412.0,A beautiful temple on the hill,Simhachalam Temple
1413.0,The temple is great we visited it at 830 looks like they close the temple and open it for the last darshan at 830 there was a Q on a working day at night. The temple is clean and well maintained.,Simhachalam Temple
1414.0,excellent ancient temple of lord narasimha,Simhachalam Temple
1415.0,"very ancient temple. excellent architecture but as the temple became very famous and one of the most sought after temples in India, we cant enjoy the architecture because of the security barricades queue lines etc. you can enjoy enough when you visit in off season i.e except holidays saturdays and festivals.cell phones cameras not allowed.",Simhachalam Temple
1416.0,Mini Tirupathi,Simhachalam Temple
1417.0,This is the second time I visited the temple after 2013. Lot of amenities have been added . We'll maintaned temple. The prasadam is also good. You will get a feeling of going to Tirupahi when travelling through the winding road in the small mountain. You can also enjoy the panoramicview for the vizag city and the beautiul landscape.,Simhachalam Temple
1418.0,Do the whole trip,Simhachalam Temple
1419.0,"Visited the temple at the weekend but started off by climbing lion hill from the small Hindu temple on the other side of the hill from the main building. This is quite a hard journey, climbing uneven steps all the way to the top on a very hot day. However it is well worth the climb as the view is amazing. On the way down, on the other side of the hill the temple comes into view and its a beautiful sight. Do the whole trip and enjoy the total experience. You can then enjoy the descent down 1000 steps! that's what an old gentleman told us (see last picture).",Simhachalam Temple
1420.0,A cute temple near Vizag,Simhachalam Temple
1421.0,It's a good small temple few KMs away from Viskhapatnam. The Narasimha (Varaha Lakshmi Narasimha) is very powerful and is clogged by devotees.,Simhachalam Temple
1422.0,Visit to Simhachalam Temple,Simhachalam Temple
1423.0,"What i liked about the place is very neat surroundings, no hawkers or shops selling stuff not connected with god/devotional matters.

Even after taking special darshan ticket we had to wait for over an hour because there was no proper management of communicating of the right temple opening times to the devotees. This could have been improved.",Simhachalam Temple
1424.0,Worth a visit,Simhachalam Temple
1425.0,"Even if you are not a devotee, this temple is worth a visit. very old and well maintained. The architecture and overall temple is very good. Moreover it is clean. Your feet wont get dirty after walking all through bare footed.",Simhachalam Temple
1426.0,Temple Visit,Simhachalam Temple
1427.0,Good Temple and nice location. Excellent view of Vizag from hill top. Cleanliness to be improved in the walkways and this will improve the serenity of the temple.,Simhachalam Temple
1428.0,Simhachalam Visit,Simhachalam Temple
1429.0,"Calm and quite atmosphere, Very well maintained services. Approach road to Prasadam counter is in bad shape, required improvement. Older people will enjoy if some shade path is provided for the path from exit to parking lot",Simhachalam Temple
1430.0,Very gracious form of lord vishnu,Simhachalam Temple
1431.0,"The temple sites Lord vishnu in the form of narashima swamy. As per mythology, the lord is very angry mood and to cool him sandal paste is covered all over the statue which looks like a siva linga. The sandal paste is removed and again set once only in a year during the time of akshaya tritiya. At that time we can have the darsan of real statue. Kappa stambam(pillar) is famous for it is believed that who ever gets tied to the pillar and makes wish, the wish comes comes true with grace of the lord.
The other name of the lord are simhadri appanna which makes the name simhachalam for the place.",Simhachalam Temple
1432.0,Take the blessings-God on hill,Simhachalam Temple
1433.0,"Very clean & nicely managed. Bus service to the hill top/temple is helpful as steps are too steep.
However here also darshan is based on your economical status (god help us) Free (very long que),Rs.20 & Rs.100 (short cut)
Why God.
I paid the toll of Rs.100 but to me god was same
Prefer around 11 AM",Simhachalam Temple
1434.0,Ancient lovers,Simhachalam Temple
1435.0,This would be on top 3 list. You can find a beach etc in so many places but not such an ancient temple and its importance,Simhachalam Temple
1436.0,Sweet surprise,Simhachalam Temple
1437.0,"After driving a small distance from the city, you turn a corner having wound up a hill to find this large temple dating many centuries ago. Probably best not to go during peak heat times of the day as you can't wear your shoes. No cameras either. Partially defaced by ancient Moguls, the temple is alive with priests and pujas and devotional worship. People make pilgrimages here, as one fella and his wife told me through my guide "" I believe in this temple"". Worth seeing if visiting Vizag.",Simhachalam Temple
1438.0,holy temple which situated at the top of hill,Simhachalam Temple
1439.0,"best located place where so many people are coming for worship, temple is old heritage and interior is good to see for who like historical places.",Simhachalam Temple
1440.0,Excellent vishnu temple,Simhachalam Temple
1441.0,"The hill is small and can walk. buses are also there to the top. It is possible to enter garbha gudi and prey close to Lord Simhachala vasa. (Narasimha) Prasad is good. it is also available down the hill across the road, so that travellers can pick up even if they are busy for visiting temple.",Simhachalam Temple
1442.0,Jai simhachalam,Simhachalam Temple
1443.0,Such a god after seeing you will think that your wishes are fulfilled.try to visit early morning.bus services are available from complex.dont forget to take prasad nd ladoo for yr family,Simhachalam Temple
1444.0,February 2015,Simhachalam Temple
1445.0,Purely Hindu temple for worshipping. Temple is dedicated to Narasimha. This temple is a pilgrimage destination for all: pelgrims gathered to present offerings to the deity.,Simhachalam Temple
1446.0,Use government transport,Simhachalam Temple
1447.0,"I have recently visited this place with my friends. We were misguided by the local viz; 1)we were suggested to take hire car/auto which is bad option. You have regular busses.
2) The temple is closed for visitors during 2 - 4 pm. This information was not shared by anyone from the locals before.",Simhachalam Temple
1448.0,Awesome,Simhachalam Temple
1449.0,Simhachalam hills are very nice and cool. and where we stayed is also nice. and we enjoyed the trip. The dharshan was very fast and calm going.,Simhachalam Temple
1450.0,Varaha NArasima Templ,Simhachalam Temple
1451.0,"It is great temple located on Hill. To be visited who believe GOD and dharmamu.
It is very near from Visakhapatnam Bus and Railway Station. BUS and Taxies are available.",Simhachalam Temple
1452.0,Very attractive place and powerful god,Simhachalam Temple
1453.0,"it was very serene when we visited the temple at night with our family
The god is powerful there and the climate on top of the hill is very cool.
Surrounding areas are maintained very clean",Simhachalam Temple
1454.0,nyc,Simhachalam Temple
1455.0,"paying money to worship doesn't suite me but the temple is quite old and interesting. bit far from vizag and quite village-ish kinda surrounding. the temple has a huge complex all to itself and one could easily spend a full day there. there are places to stay too, though not fancy at all(the tariff is aprox 400)",Simhachalam Temple
1456.0,Sculptural excellence,Simhachalam Temple
1457.0,"This old temple is devoted to Narasimha (man-lion) incarnation of lord Vishnu. This is situated in the suburbs of Vizag with an approx distance of 21 kms. Bus service is available as well as you can arrange cabs for this trip. Darshan tickets are required if you want to offer prayers. In those cases, buy tickets before entering the temple to avoid lines. However if you just want to visit the temple, no fees are required. Camera and cell phones are not allowed. That's why all the photos are only of the main entrance. (Still don't know how wiki page managed to get those pictures!!)

Check the website for timing of darshans. The temple is made of stones and of Kalinga architecture. This situated at the top of a hill and the road hike is a pleasant drive. It is covered with lush of greens of cashew trees and shrubs. If you are a fan of stone sculptures, then you will love it and positively go for this.",Simhachalam Temple
1458.0,peaceful temple.,Simhachalam Temple
1459.0,"Peaceful temple. Temple administration can be a little better. Initially they charge Rs100 for special entry and on top of it Rs200 for archana which is OK with me. but the problem was it was Rs200 for each person in the group. That too me was not correct. It would have helped to put all these information in the beginning of the darshan line, instead of waiting till reaching the main deity place and then paying the amount in that crowd for archana.",Simhachalam Temple
1460.0,good,Simhachalam Temple
1461.0,"All was good, all was systematic , u reach there by changing 1 bus,
not much rush.THey give laddu as prasadam",Simhachalam Temple
1462.0,A must visit place,Simhachalam Temple
1463.0,Beautiful place and must visit place for all.everything was good and organized. Preferably going in winter would be best. Try to buy Darshan tickets to avoid the queues,Simhachalam Temple
1464.0,Beautiful Temple,Simhachalam Temple
1465.0,"Nice temple, green surroundings, powerful deity, pleasent uphill drive, delicious prasad ladoos, not much crowded.",Simhachalam Temple
1466.0,Nice temple,Simhachalam Temple
1467.0,"There was lot of rush when we went in the summer. But once we're in the temple, everything was good and organized. Preferably going in winter would be best. Try to buy Darshan tickets to avoid the queues.",Simhachalam Temple
1468.0,good temple,Simhachalam Temple
1469.0,good temple and located on hill. you must visit this temple. and have nice prasadams too. lot of buses available from RTC complex to simhachalam.,Simhachalam Temple
1470.0,Simhachalam temple,Simhachalam Temple
1471.0,"It is situated on the top of A hillock. Good bus , taxi service avail at all times of the day. Limited facilities are available for pilgrims like food and water, free food is available for pilgrims from various organisation during lunch hours 12 noon to 1500 hrs. Prior notice is ideal for booking free lunch. This is purely a pilgrimage centre but however people would like to spend a day of outing with family on special occasions. Every year a day in May is set apart for cleaning and dressing the Lord with sandalwood paste around third week of of the month , when maximum rush of nearly milling crowds can be seen.",Simhachalam Temple
1472.0,Divine Sarshan at Simhachalam temple,Simhachalam Temple
1473.0,"Ensure that you check the darshan time table, since the darshan is not available all the time. Go for Evening Aarati and prasadam, spend time in the temple to get peace and blessings",Simhachalam Temple
1474.0,Devotional Place,Simhachalam Temple
1475.0,"A good place for the piligrims and tourist to visit. Take the darshan with 20Rs ticket and purchase for Archana inside the temple where they will allow you inside the temple (garbha gudi) for performing the ritual.

Visit this place and get the blessings of lord Narasimha.",Simhachalam Temple
1476.0,Crowded Dharshan,Simhachalam Temple
1477.0,"The beautiful, old temple was easy to reach from Vizag. But once we got there, we became aware of the temple's popularity. It was very crowded, although it was a weekday.

We paid an extra amount to get to the Garbha Griha but once we got near the idol, the crowds came in from the free queue and stated pushing us. Nevertheless, we had our dharshan, albeit a few seconds each, and came out feeling blessed.",Simhachalam Temple
1478.0,Abode of Lord Narasimha!,Simhachalam Temple
1479.0,"The temple located in the hill top is located about a 45 minutes drive from the City. It is very neatly maintained and has good access. The presiding diety is Lord Narasimha. The temple is a very old one and many of the exquisite carvings are now disfigured. Locate the correct Queue complex, there is a priority darshan also available. If you wish to do any puja / archana etc you can request the officials in front of the main door inside the temple and take a ticket for the same. You also get a prasadham of Ladoo for the ticket at the counters. You can experience the great positive energy once you are inside. If you are a one time visitor then ensure you make it inside the Sanctum Sanatorium. Preferably go in the evenings are the rush is low! Avoid Sundays / Festival days for a great darshan. Mobile Phones are not allowed inside, make sure you leave them in your vehicle safely.",Simhachalam Temple
1480.0,Well maintained clean Temple,Simhachalam Temple
1481.0,"There is a long queue in this temple. But, you can bypass a lot of them by getting a priority ticket which costs Rs. 100.00
The temple authority keeps the area very clean.",Simhachalam Temple
1482.0,A place to visit for any God feared people,Simhachalam Temple
1483.0,"This hill top temple is well connected with public transport system from Visakhapatnam Railway station, Simhachalam Railway station and RTC Complex. Buses run upto the hill, no need to hire any further transport. One has to admire the quality of stone art, fine architecture on the pillars with minute details and uniformity. Lord Believers will offer the prayer and new wishes to be braught into mind while embracing the Kappa sthambam (a Pillar )
Any one coming from far off places, better to stay in any hotel in the city, come to the temple with minimum hand carry bags. The prasadm Laddu and Tamrind rice are worth carrying to distribute near and dear.",Simhachalam Temple
1484.0,Any God feared person should worship the Lord Nrusimha,Simhachalam Temple
1485.0,"This hill top temple is known for it's fine quality stone sculpture for those really admire the artisans. Visiting the Deity in the main temple is to fulfill a custom of paying visit. Loddu and Lemon rice prasadam are worth taking and distributing to near and dear. The transport system arranged by the APSRTC-run city buses are superb, well connected to the most important parts of the city like Railway station and Bus station. For any visitors who are coming from far off places, accommodation is scarce. It is better to stay some where in the city and come to the temple with minimum hand carry items.",Simhachalam Temple
1486.0,sacred and feast to eyes,Simhachalam Temple
1487.0,The Temple on the hills is a sacred place and the sculptures are marvelous. it is a wonder that the sculptures are carve dating back to hundreds of years and still they have life and positive energy in them. however the invaders have tried to disfigure them thus reducing their beautiful works,Simhachalam Temple
1488.0,When happiness climbs mountains - Krishna Duvvuri,Simhachalam Temple
1489.0,"Simhachalam Temple is almost within the boundaries of City Visakhapatnam just a little away like 18 to 20 km from the main city. Lord Varaha Lakshmi Narasimha Swamy living on this top of the hill to bless the devotees. Great architecture can bee seen all over the temple surroundings. Devotees do not miss to go near to ""KAPPA STHAMBAM"" where you can desire something and hold your hands around the pillar; if your hands join the wish will be fulfilled. Great Andhra Pradesh and Great temple.. Do not miss it in your visit to Visakhapatnam Krishna Duvvuri Abu Dhabi UAE",Simhachalam Temple
1490.0,Have the Blessings,Simhachalam Temple
1491.0,"When you are in vizag its a must that you visit the famous temple . Simhachalam which is about 21 kms from Novotel hotel can be reached in about 35 minutes flat. Ideally you start at 6.45 am from the hotel and reach temple at 7.20 and have your darshan at ease. between 6.30 to 7.00 am the temple is shut for public which means it will b crowded upto 7.30 am. After which its free, but by 8.00 am the crowd starts building up and u may have a long Q. We hired a taxi for approx rs 800/- for a 4 hour package, but i found out that u can b back in 1hr 45 minutes if u follow the above schedule.",Simhachalam Temple
1492.0,Heaven of the Devotees,Simhachalam Temple
1493.0,"This is the most important place to visit especially for Devotees.20 kilometers from Vizag city. God "" Sri Varaha Lakhsmi Nrisimha Swamy"" always saves their devotees and solve the problems. The God well known as "" Simhadri Appanna"". The Swamy entire the year coverd under Sandal, expect chandanotsavam. so devotees called chandana swamy. Chandanotsavam very famous and yearly once the swamy appear in real shape. lakhs of devotees come to real darshan.",Simhachalam Temple
1494.0,Temple doesn't need titles,Simhachalam Temple
1495.0,entire atmosphere over the temple was good.And the free food they are serving to thousands of people.Temple was one of famous temple in AP.,Simhachalam Temple
1496.0,Great Shrine of Vizag,Simhachalam Temple
1497.0,"This hill top temple should top the list of any tourist to Vizag. Around 10 KM from airport, on a hill with excellent ghat road of 3 KM and picturesque surroundings- has history inscriptions dating back to 10 th century. Srikrishnadevaraya visited this temple twice in years 1516 and 1519. I recommend visit to this temple during early morning rituals starting at around 430 AM.",Simhachalam Temple
1498.0,Pilgrimage trip,Simhachalam Temple
1499.0,"On a hill top, this temple exists . Experience is divine, when one sees the Deity, Lord Lakshmi Narasimha. It is also said, that , when one embraces the Pillar - Kappa Stambham- whatever wishes in the mind at the time of embrace are fulfilled.",Simhachalam Temple
1500.0,Temple on the Hill top,Simhachalam Temple
1501.0,The ride to the temple is as beautiful as the temple itself. the temple is very large and very clean and situated in a very picturesque place. Worth a visit definately. Youngsters can try walking up to the temple from the bus-stop (dont know if they allow to but worth trying)- will be very thrilling,Simhachalam Temple
1502.0,God's abode,Simhachalam Temple
1503.0,"The Simhachalam temple is one of the most revered temple of Andhra Pradesh. The presiding deity is Sri VarahaLaxmi NarasimhaSwamy, the Nrusimha Avatar (Man-Lion incarnation) of Lord Vishnu who killed HiranyaKasipu, the Rakhsasa King who denied him. The deity is usually covered with sandalwood paste year round and can be seen for only 12 hours in a year on the Akshaya Tritiya Day. The Nijaroopa Darshan is celebrated thru a festival of 'Chandana yatra' or 'Chandanotsavam' in May. The temple dates back to Eleventh century as per some inscriptions on the temple. The carvings on the stone on the wall of the temple are exquisite. There is a bus service from the foot of the hill to the top. Enthusiasts can try the steps. The view from the top is breathtaking.",Simhachalam Temple
1504.0,Dont miss it !!,Simhachalam Temple
1505.0,It a very holy place and very near to visakhapatnam. when ever you visit vizag have a visit. I am sure you love it !!,Simhachalam Temple
1506.0,a nice god'place in vizag,Simhachalam Temple
1507.0,they have travel desk for normal package and the driver is also polite and friendly from hotel to simhalam travel time is 30min .i liked the place very much simhachalam temple is very historical place in vizag,Simhachalam Temple
1508.0,Lord Shri Narasimha Swamy Garu,Simhachalam Temple
1509.0,"Like the location of the temple on hill top with deity nestled in a quite and peaceful abode. Like to sit and pray there for a long time
There are no dislikes",Simhachalam Temple
1510.0,Serene temple in the early hours,Simhachalam Temple
1511.0,This temple is very famous in the entire coastal andhra pradesh. The experience starts with the ghat road to the temple. Very scenic route. The best time to visit the temple is in the early hours when you do not have much crowd. Please pay a visit when you are in visakhaptnam.,Simhachalam Temple
1512.0,Nice temple,Simhachalam Temple
1513.0,"It was a nice drive to the temple and walked up 1000 steps to the temple. Had a good darshan of the God, but too many people there. It was frustrating standing in lines for a long time. The prasadam was good, especially the pulihora.",Simhachalam Temple
1514.0,a holy place where you can see the original beauty of the diety for only 12 hours in a year.,Simhachalam Temple
1515.0,"Simhachalam or simhadri is situated about 15kms from the city vishakapatnam. frequent buses are there to the temple area. the diety worshipped is SRILAKSHMI VARAHA NARASIMHA. But we can see only the sandalwood paste covered diety in the form of a sivalinga. the original form can be seen only on the Akshaya Trhithya day, that too for only 12 hours. the temple is built as per the agama shastras, and the Rajagopuram is really a beauty. But, the arrangements are pathetic as there is no counter you can get the informations required and perform your sevas. within the temple, there are on the spot counters, where you can get hardly any information. but you pay, and have darshan of the lord. this is one field where lot of inprovements are required, to keep up the sanctity.",Simhachalam Temple
1516.0,Secret route to Simhachalam,Simhachalam Temple
1517.0,"In the late 80s, my dad was posted to Vizag, a very sleepy little but beautiful town then.The Rishikonda beach and road used to be deserted. The road to the zoo was beautiful and empty. It was then that dad discovered, that at the bottom of the hill, opposite to where the Simhachalam is located, there is a very small but ancient shrine. The hill was forest covered, but steps led up to the hill from the shrine and went all the way up and over the peak to Simhachalam temple. We trekked up that path quite a few times.It took about 2-3 hours one way. A beautiful climb the through the hill and forest. We would set off really early, visit the temple, rest and have lunch and then climb down. I was in 7th grade, my sister in third. Often the only other person we would see on the climb would be a woodcutter or some local tribal person. No one we knew in Vizag knew of this path. Its also amazing to think we 2 girls went through a jungle with our dad and felt safe - somehow its not a risk I would take with my kids. India has changed so much. But anyways, any young students reading this should explore this route, it was great!",Simhachalam Temple
1518.0,Very nice Dharshan,Simhachalam Temple
1519.0,We went in the late afternoon to this temple. It was not very crowded. We purchased Rs100 Darshan ticket and didn't have to stand in the queue for a long time. We were inside main temple area during Puja. Had very nice Darshan and blessings from the all mighty. The temple is organized very well. The Phone and footwear counter are well managed.,Simhachalam Temple
1520.0,Divine presence of Lord Narshimha,Simhachalam Temple
1521.0,It Lord Narashimha's Temple. The temple is not that crowded but one should have atleast an hour time. The temple is closed from 2.30 pm to 3.30pm so one should avoid this time to visit. There is an entry fee for special and VIP darshan. A divine place to be.,Simhachalam Temple
1522.0,Visit to Vizag,Simhachalam Temple
1523.0,Glorious Temple with Lord Narasimha in the standing position. The Temple is amids of sourrounding hills with wonderful sight of Vizag town from hill top.,Simhachalam Temple
1524.0,Blessed by Nrisimha,Simhachalam Temple
1525.0,Not a very crowded temple. A 100 Rs. ticket sees you thro' easily. A serene and truly vibrant atmosphere.,Simhachalam Temple
1526.0,devotive and attraction for all,Simhachalam Temple
1527.0,"the visit to simhachalam , varaha lakshminarsimha temple for me goes to my childhood and i have a visited atleast a 100 times till date .. been seeing the changes the temple , its route , and facilities for devotees took through time.. but the interest and attraction to this temple is even for everyone who like places at hieght which give a great view.. as this temple is located on hill top.. so the view can be enjoyed enroute the temple if u travel by a bus or car.. and even the steps route has lot of view points as well as small waterfalls to play with and take bath etc.,
how ever my frequency of visits increased as my dad shawn me a great route to this temple which goes from madhavadhara ,, and route is of steps and over a hill .. nice trekking route..
lot of view points and overall just imagine going to a hill top temple and being able stand on top of another hill adjacent to it and see the temple below you.. the view of the gopurams under the sun light is awesome..",Simhachalam Temple
1528.0,Religious place with a wonderful view of the mountains,Simhachalam Temple
