Review,Place
"Need to more care... But u guys can spend 2/3 hrs easily at dis place.. greenery, lots of flowers and types of bamboo is the most appealing things here. Cost of entry fee is ₹50 for adults and ₹25 for kids (3-8yrs). Go and enjoy with family. Best time to visit is oct to Jan.",Padmapuram Gardens
"If you're looking for a green escape from the hustle and bustle of city life, then look no further than this wonderful place. With a cool and refreshing atmosphere, this place is perfect for those who want to unwind and relax. …",Padmapuram Gardens
One of the top tourist attraction in aruku Visakhapatnam. It's a botanical garden built in 1942 on a 26 acer plot to supply vegetables to soldiers who fought in World War II. After the war it was converted to horticulture nursery. There is …,Padmapuram Gardens
Padmapuram Gardens is botanical garden which is located at 2.5 km away from Araku Bus station and best attraction in Araku Valley. …,Padmapuram Gardens
"Nice cleaned and very beautiful garden with a lot of different species

Entry fee 50 for adults and 20 for battery train …",Padmapuram Gardens
"We visited the Padmapuram Botanical Gardens on 20-02-2022. Mostly general plants which are available in all parts n all terrains of AP State were seen. Rare and special plants are not there, experienced discouraged experience.  Entry fee of …",Padmapuram Gardens
One of the top tourist attraction in aruku. It's a botanical garden built in 1942 on a 26 acer plot to supply vegetables to soldiers who fought in World war II. After the war it was converted to horticulture nursery. There is toy train in which you can cover the entire garden.,Padmapuram Gardens
Botanical garden is on way to Aaraku valley from Vizag. There are lot of plantation species in the garden. Option of Toy train is there to go around the garden. Even walk around the garden will equally exciting,Padmapuram Gardens
Its more than 100 acrs garden. I visited 3 times from last 20 years. Cleanly and maintained well. When i visited this place remembered ooty botanical garden. Very peaceful and relaxing place.,Padmapuram Gardens
Botanical garden i expected a lot like ooty but very minimum amount of plants and trees. It can be maintained good. There is no plants sale. Sale ll help to spread the native plants and trees,Padmapuram Gardens
"This place is so beautiful and the plants grown here are having their original scientific names, many students can learn the original name of the plants and trees, this place is so calm and peaceful, I would recommend people to do a mandatory visit to this place, highlighting is the Honey-bees growth this is park.",Padmapuram Gardens
Very beautiful..All people likes padmapuram gardens.. Inside toy train ride available..Lot of flowers.. Different trees.. peaceful.. Photography lovers likes very much.. good maintain..,Padmapuram Gardens
The botanical garden was a chill place and had a lot of greenery in it. If are trying to nap for a short 30mins or take rest for a while after a tiring day in Araku I suggest you visit this place and be relaxed. There is a toy train for kids how ever I was not able to check the ticket and timing details.,Padmapuram Gardens
"Botanical garden, absolute delight. One can see here different species of flowers, plants and trees. Also they are easy to identify as most of them are labeled.",Padmapuram Gardens
"Padmapuram Gardens may be called as Heart of ARAKU Valley, You'll be mesmerized with this Garden as there are lots of flowers, different types of trees, Apple, Pear, Strawberry trees and Monuments representing Legend Alluri Seetha Raama …",Padmapuram Gardens
Small but yet pleasant View of Padmanapuram Botanical Garden of Araku Valley. Must visit when plan for Araku Valley Visit,Padmapuram Gardens
"Not worthy..
Very much disappointed.. No maintenance.. All plants are faded due water scarcities.. …",Padmapuram Gardens
A toy train will help you to get a glimpse of the garden and it will be good for walking and makes you calm,Padmapuram Gardens
"Beautiful garden with variety of trees and plants.
Area is very big and lush green all around.
Garden is maintained in good way. …",Padmapuram Gardens
"This botanical garden is not exciting cause you don't get to see any rare kinds of plants here.
If you know garden plants and are into gardening, this botanical garden will probably look like a normal romantic park to you",Padmapuram Gardens
"A nice peaceful place to spend time in Araku, however the maintenance of the restrooms was very poor.",Padmapuram Gardens
Nice garden many rare trees and plants to see. A toy train ride is also available. Most amazing is it's canopy tree garden.,Padmapuram Gardens
"Usually not busy from 2 to 4 pm. Padmapuram Gardens is a tourist attraction in the Araku valley in Andhra Pradesh, India.",Padmapuram Gardens
"It's an old garden with plants, but could have been better,with proper maintenance to be done.
RS 50/person seemed high.",Padmapuram Gardens
Superb place. You can take wonderful photos.,Padmapuram Gardens
"Beautiful botanical garden in Araku Valley, this garden was once used to grow vegetables for ww2 , to feed the soldiers.",Padmapuram Gardens
"The place is beautiful and maintained. But need more care. Anyway, you can overlook the negative points very easily and enjoy with the nature. Some areas scenic beauty is really excellent. You can sit, walk or play in the ground, specially …",Padmapuram Gardens
For adult you need to pay 40₹ and 20₹ for children. Good place for nature lovers. Very colourful environment with variety of species of flora. It also has a toy train ride. Best place to sit with family and friends n have a quality time …,Padmapuram Gardens
"Nice place for family, couples, children also, quite good for 3-4 hours time spent",Padmapuram Gardens
"Nice place to spend the beautiful evening with family and friends
Wife variety of Beautiful flowers",Padmapuram Gardens
Its ok just a 20 mins walk through whole garden,Padmapuram Gardens
Nice place to hang out and for kids to play and enjoy,Padmapuram Gardens
Good place. Nothing to be hyped about. Nice place to enjoy nature.,Padmapuram Gardens
"Visited on 21st October 2020. Place is very clean , well maintained. Actually we were surprised about how well the place is maintained. Lot of greenery inside, lot of flowers pleasing to the eye. Big lawns are very neatly maintained. We …",Padmapuram Gardens
Very good botanical garden with wonderful flowers. Apple garden was good but no apples. Coffee and pepper gardens need better maintenance. Lots of places to sit and relax. Sunflower gardens are definitely a highlight.,Padmapuram Gardens
"A beautiful botanical garden in Araku Valley.  Lot of  trees, plants and flower Spices found inside. Neatly maintained. Entry fees is rupees 40 per adult and a train inside to take you around the park. Very bus park to kill the time.  Shop near the entrance to buy honey coffee etc...",Padmapuram Gardens
Lovely garden with nature's view,Padmapuram Gardens
"A place to visit early morning.. loads of different varieties of plant species you will see here..
Quite well maintained by the authorities. …",Padmapuram Gardens
The botanical garden is so beautiful. It is well maintained and is very ideal for snappers for clicking pictures. The pathway inside the garden is designed in a manner that it covers the whole garden. The garden has large variety of plants …,Padmapuram Gardens
"26Acers Garden
40₹ For Adults
Good place to visit with  family. …",Padmapuram Gardens
Nice garden. Toy train was good and covers most of the garden. And children will enjoy it here. Play ground for children is good. They can plant more flowers to make it more beautiful.,Padmapuram Gardens
"Not too much big botanical garden, still well maintained and there is a toy train to visit the garden. Good but the entry fee is 50rupees,,it could be less according the garden",Padmapuram Gardens
Lot of plants and trees which we are not regularly seen...,Padmapuram Gardens
"40 rs is too much for a place where you can't find a rare species of plant and they call it botanical garden. There is some oak type trees and flower beds. No proper maintenance. There is a small toy train and a kid's playground. It's only good for kids and lovers, so if you are a tourist easily skip this place",Padmapuram Gardens
Padmapuram gardens are really beautiful and peaceful gardens present in the lap of nature in araku valley. It's better to go there in pleasent weather rather than humid noon time. They charge a ticket of 40 rs to go inside. There's a small …,Padmapuram Gardens
Nice garden for kids and photoshoot,Padmapuram Gardens
"It's purely a place of you want to take rest for sometime in a peaceful garden with someone who is close or if you want to have food and take rest incase you're visiting ARAKU as a group. Lot of trees will show green everywhere around.
Nice Maintenance. Kids garden and playing items are very less and rusty..",Padmapuram Gardens
It's a beautiful place to spend a peaceful time in the Araku valley. A must go place in the valley and the toy train ride gives a pleasant experience.. You would the photographs in this vicinity..,Padmapuram Gardens
With family or friends we can spend some time ... Peace ☮️ place.. playing for children also available. Here..,Padmapuram Gardens
Nice clean & green garden space where parents can allow children to roam and play freely. Attraction for children is a toy train that runs on rubber wheels that gives a round ring tour of full garden without any walking.,Padmapuram Gardens
"Rare plants, along with regular plants. Enjoy the greenary in the toy train will be a memorable experience here.",Padmapuram Gardens
"Contains collections of various plants species . You will feel like walking in woods. The fare is less. You can visit the garden in a toy train for 20rs. But, walking is what I suggest to enjoy your visit. Structures of animals are …",Padmapuram Gardens
"Once it is very beautiful garden.  After hudhud,  lot trees has been fallen.  Even though they planted new plants and developed the park very huge.  Now it is very clean and neat.  Rose flower please is super.  Worthy but my view it is costly than enjoyed",Padmapuram Gardens
Myself not satisfied by the limited variety of plant species of the garden. Very ordinary species can be seen but not the rare ones. Expected a lot before visiting this place but my expectations turned down on the visit. Basic amenities like Washrooms are available but unauthorized persons are collecting money to utilize them.,Padmapuram Gardens
"The garden is very strategically on the tourist map since it's just ahead of the Tribal Museum and the coffee Museum.
It has so many species of plants and trees that without a guided tour it would …",Padmapuram Gardens
"wonderful experience, full of greenery, winter is wonderful season to visit this place, more varites of colorful trees and green plantations, suitable for picnic spot, washrooms and water taps available inside, a play train inside to see beautyness of the gardens.. can visit ones. parking place is available outside to park vehicles.",Padmapuram Gardens
Its is not a botanical garden. Its all landscaping. Exotic and repetative species. Not to be called a garden to visit in such an beautiful place Arakku.,Padmapuram Gardens
"Excellent gardens well maintained by Integrated Tribal Development Agency of AP govt. There is a small train ride inside for a nominal fee.
Flower beds and plants are well maintained. …",Padmapuram Gardens
Padmapuran botanical garden is also called padmavati garden which is situated in padmapuran village of Arakku valley. This is the wonderful garden in Arakku valley. …,Padmapuram Gardens
"It's just a park with flowers and some trees that's all. Don't expect more than this.
Entrance ticket was too much for that inner flora. Ticket cost -40/- per adult, …",Padmapuram Gardens
Padmapuram Gardens was created by the British Army for their soldiers. That time this garden was used to farming vegetables for supplying food for soldiers. Now a days it is a full fledged garden. The area of this place is quite big. You …,Padmapuram Gardens
Beauty of nature cn seen here. A beautiful garden with full on nature and all the plants we can see here. A separate area of apple trees can seen here. A area of coffee is also palted here. We can see black pepper is also palted here. So …,Padmapuram Gardens
"Though I don't have much pics in the garden but it is beautiful ♥️♥️
Different types of plants,flowers are here.
Not much to see but you can spend upto one hour here",Padmapuram Gardens
"Nice garden full of greenery... This a botanical gardens where one can see different species of flowers, orchards, tree & plants. This garden also have Stone sculptures & tree houses. This Botanical garden spread about 26 acres of area. …",Padmapuram Gardens
Pleasant place to visit .... There are number of varities of plants are situated and in between statues are placed... Toy train is the major attaction here ... Evenings are better to visit this place... This place is developed by integrated tribal development  association...,Padmapuram Gardens
"Wide variety of tress and plantations to see , fresh air and the sweet smell from the plants is refreshing",Padmapuram Gardens
Top place in araku valley. This is a Botanical garden. The garden is well maintained and you can find different types of many tree which are not usually get.,Padmapuram Gardens
"At a distance of 2.5 km from Araku Bus Station, Padmapuram Gardens is a popular botanical garden situated in Araku. It is one of the well-known places of sightseeing in Araku Valley. …",Padmapuram Gardens
Padmapuram Botanical Gardens are a part of the Eastern Ghats and are situated in the Araku road. The garden was built during the time of the Second World War with the aim of growing vegetables for the soldiers who were fighting in the war. …,Padmapuram Gardens
A good attraction for children in araku. 40 rs entry fees. Toy train additional 30 rs is also a good option available inside garden. A relaxing place more than a tourist attraction. I suggest to visit chocolate garden instead for a great fun and food attraction nearby,Padmapuram Gardens
Nice botanical Garden. Peaceful and calm. Pure air available. Lot of flowers and different type of trees and plants,Padmapuram Gardens
one can witness the most rare flowers and trees at Padmapuram Botanical Garden that are hard to find anywhere else. One can spend quality time with friends and family. Entry fee Rs.40,Padmapuram Gardens
Nice toy train ride.. but don't waste your time here... Better visit other places... As the entrance tickets costs ruppes 50 per adult.. If you are nature lover who were interested in plants... Then you can visit this place were different plants are available here ...,Padmapuram Gardens
Good but present it was summer know plants some are dry and weather also very hot at afternoon.,Padmapuram Gardens
"Nice garden, not too exceptional, but a decent place for outing. Of course, the maintenance needs to be improved further to make it more attractive through planting more  flowers",Padmapuram Gardens
"The toy train ride gives a 360 degree view of the garden. Decorative plants, greenery and flowers make the place a romantic one. children will find a nice place to enjoy.",Padmapuram Gardens
Cool and pleasant place to see.I think this time is not fevarable conditions to grow the all trees and  plants.May be in the season of Nov month all flowers and trees are in their bright enjoyable mode.See you all the members of Padmathi gardens soon.,Padmapuram Gardens
"Decent but not a must visit destination..
It's well maintained and neat with various species of trees in a large area. It'd be a nice spot for a clam and peaceful atmosphere (which may not be on the …",Padmapuram Gardens
Kids have more fun here. Plants which are planted during worldwar2 are available here,Padmapuram Gardens
"At a distance of 2.5 km from Araku Bus Station, Padmapuram Gardens is a popular botanical garden situated in Araku. It is one of the well-known places of sightseeing in Araku Valley. …",Padmapuram Gardens
"""The Padmapuram Gardens have a historical past - they were created in the early 40s to supply vegetables to soldiers who fought for the Second World War! Now a botanical garden, it is home to a horticultural nursery of rare species of …",Padmapuram Gardens
Very very Wide range of flower and tree collection. It's a very good place to spend time with your family members in the lap of mother nature..here is the snaps i have taken during my visit,Padmapuram Gardens
"Very big botanical garden which I have seen but maintenance is not properly doing.... Where we can find some medicinal plants also. We can find almost 6 feet height
puttalu.",Padmapuram Gardens
"Padmapuram Gardens

Padmapuram Gardens is a tourist attraction in the Araku valley. This garden has …",Padmapuram Gardens
"padmapuram gardens is big park in araku.
Here lot of flower plants and big trees.
entrance ticket is 40 rupees.Here atmosphere is very clear and silent.
This is a good place for kids to play.",Padmapuram Gardens
Good place to visit at Araku valley . There are so many trees. But the garden is not well decorated. Only you can take a fresh breath  . Nothing important to mention.,Padmapuram Gardens
Padmapuram Gardens is one of the prominent places to visit in Araku Valley. It was built in 1942 for growing and supplying vegetables to World War II soldiers. Later it was converted into a Horticultural Nursery cum training center. The …,Padmapuram Gardens
This place is just an ordinary garden. I was here on 18.12.2017. The entry fee is Rs- 40 each which is too much for what they have to offer.The place is fairly large and clean. Would take half a day if one starts walking around the park. …,Padmapuram Gardens
Good place to visit on holiday to araku valley.  There is a parking lot which charges 15 rupees and the entry ticket is 40 rupees per adult. The place will seem attractive only if you are a serious nature lover or else the only attraction …,Padmapuram Gardens
"The Padmapuram Gardens is known to be a favourite spot among many tourists who visit Araku Valley.
Boasting variety of species of flora, the garden is home to an exquisite rose garden, treetop huts and a fun toy train for rides around it.",Padmapuram Gardens
"These garden is really awesome...
Beautiful landscape architecture....
There are so many species of trees and plants in here …",Padmapuram Gardens
"Pleasent atmosphere to boost up energy after a long journey. Good place for children to play around, and for elder to take some rest on the shadaw of trees.
Variety of trees in this gerden with some tree house resort inside the gerden. …",Padmapuram Gardens
Beautiful place over a large area with lots of flowers and greeneries but requires maintenance. The entry ticket is also costly with respect to its cleanliness.,Padmapuram Gardens
"Well maintained, hundreds varieties of trees and flowers, good for showing kids all these at one place, can not be found in cities. It is moderately large and one can easily spend few hours walking around, there is kids playing area also with swings and all. Toy train is OK, recommend to walk around instead if time and energy permits.",Padmapuram Gardens
"Thats quite peaceful. you should visit with your kids who need a good amount of fresh air.
Its variety of plants and flowers that you  keep a gaze on them.",Padmapuram Gardens
"Variety of plants and trees with their details displayed, kids play area is also available..Parking ok. Entry fee 40 rs. Toy train is also available. Not so big garden. Gud enough to spend 1 to 1nd haf hr. Apple garden (experimental) is also there.",Padmapuram Gardens
Simply beautiful ❣️ the ambiance between the nature and the climate always matches such a good place to visit to have a garden sort of thing with many things to chill in the gardens the main part is the collection of plants and trees in it,Padmapuram Gardens
"The Padmapuram botanical garden is a picturesque wonder located in the Arracu valley in Visakhapatnam, Andhra Pradesh, India.
It has ample greenery, colourful flowers, rose garden, toy train, horticultural …",Padmapuram Gardens
Excellent Botanical Gardens.Exotic varieties of plant species.Lots of flowers. Good small rail over there rounding you up.,Padmapuram Gardens
"Padmapuram garden is a famous botanical gardens which is a tourist attraction at Araku valley.good for young kids and for school children. Padmapuram gardens, 4 km away from araku bus stand.and from there you will get bus to …",Padmapuram Gardens
"If u r in search of mental peace... I'll get tho... Must watch places are katika waterfalls, Borra caves, botanical garden, tribal museum... And lot more!
Araku is the best place for coffee plantations. Gallikonda view point is one of …",Padmapuram Gardens
It's not well maintained. Greenery is not much. We understand from staff there that there is no water beacuse of which all plants and trees are dried. Best is to get into the Toy Train. It will take one complete ride of park which is good.,Padmapuram Gardens
A very good place to visit...... totally filled with trees and plants....with different types of roses and many more plants to see......had a great time .... very good place for families to go for and spend time,Padmapuram Gardens
Best time to visit is early hours in the morning and then moving on to other places. People interested in flowers and gardens will like it.,Padmapuram Gardens
"Botanical garden so enriched ❤️
Well maintained 👌
Treat for eyes 😍 …",Padmapuram Gardens
When I backpacked to araku I was very much excited and went gaga over the place but I must say that the place disappointed me. The green is depleting and many many trees were cut. The temperature is not minimal as it was before. However the maintenance is good and the gardens are beautiful.,Padmapuram Gardens
"It's a botanical garden of Araku, well maintained garden. A lot of rides for the kids there, toy train, slip etc. A big Shib parvati model is there. Several types of trees, flora & fauna is there. Kids get special attention in this garden.",Padmapuram Gardens
Very nice garden..but it was not well maintained. This garden has a children play area. This garden was one of the tourist attractions to see in araku.,Padmapuram Gardens
"Excellent bottanical park.. you can also take some photos with the natural beautiful scenery... If you have free, must visit the place. Don't forget to bring a DSLR camera.",Padmapuram Gardens
"Very eye catching place, well maintained ..
Entry fee Rs 50/person",Padmapuram Gardens
"I love the garden....... Variety of flowers are avaliable and the entrance has a welcome name with the help of plants..... Variety of flowers are available..... Playing things are also avaliable.... Great going to the place
... Just go and chill there",Padmapuram Gardens
"Beautiful garden with variety of trees , plants  & flowers . Ticket cost rs 40.",Padmapuram Gardens
It was superb with the atmosphere whole with flowers,Padmapuram Gardens
"Liked it a lot
Nice place for a day picnic with family
Kids play area is also good",Padmapuram Gardens
A good place. Trees were little dry but can go to relax for an hour. Nothing much to see just few flowers and plants.,Padmapuram Gardens
"It's a nice place to get visited but the entry ticket price ( 50 per person ) doesn't match the Matter inside the garden. It's just an ordinary garden like you'll see at your locality with nothing Good to see or feel excited. Well maintained, neat and children friendly.",Padmapuram Gardens
"A garden to escape from sun and perfect place for families to chill around. Their is toy train, which takes for a spin around the garden.",Padmapuram Gardens
"Nice place, lot of big trees, different varieties. A toy train can give a quick tour around the park. Lot of picturesque spots.",Padmapuram Gardens
Awesome place. You can visit whole garden by toy train which cost is Rs 20 only.,Padmapuram Gardens
There have some types of plantation.Neither very much attractive place nor charming it is.,Padmapuram Gardens
"Visit between Nov to Jan very beautiful atmosphere. Many verity of plants, flowers and trees. Better to visit first round in Toy Train see all the locations then go for the best once for photo shoot.",Padmapuram Gardens
"Not maintained well. LOT of rose plants. Go during winter season to enjoy the flowers, otherwise it is really waste of time",Padmapuram Gardens
"Somany plants hear , nice place for family , restrooms are available , and one train running for garden viewing , ticket just 20 rs per person",Padmapuram Gardens
"Beautiful and very calm... Better place for family picnic, spend leisure time and for fun... well maintained and if u r flower lover(everyone I guess) this place is heaven for you..... Must visit",Padmapuram Gardens
Must visit place in Araku....This place is a hub of various kinds of medicinal plants and flowers.... It is spread on a very vast area accommodating various kinds of plants....Toy train service is available at cost inside for people who cannot walk..Has a good kids play area as well,Padmapuram Gardens
"Everybody likes this. U can find hundreds of rose flower plants. Lillie's and .Attractive flower plants here. A nice place to photography. And ancient trees and historic trees, huts it's really nice place . I can say children may get refresh here than adults.",Padmapuram Gardens
"A good place to go with the family, and have a gala time there.

The gardens are well maintained but the fountain is not working, expected them …",Padmapuram Gardens
One of the best Botanical gardens in the visakhapatnam district. Lovable and full of greenary and fountain. Best senaries to capture pictures with family and friends.,Padmapuram Gardens
nice place to enjoy with family..toy train journey is also available..different types of flowers are planted in this garden..best place to childrens,Padmapuram Gardens
Nice tall trees. Can have a refreshment centre in it..,Padmapuram Gardens
"Variety of plants and trees, best to visit on winter season.",Padmapuram Gardens
"One can see varieties of flaura and best place for an hangout with families, especially with kids. Perfect location for photography.",Padmapuram Gardens
"Soo nice to see, enjoy a lot. Only one thing to maintain children park . All playing items are damaged. Children are disappointed.",Padmapuram Gardens
"-> Not much crowded + Quiet + Calm + Peaceful atmosphere
-> Hot, though fully surrounded by trees
-> Good place for artistic photography with a scenic background",Padmapuram Gardens
There is nothing much to see here. You should visit to see as you could say that I didn't miss anything in Araku. That's it there is nothing to see in this garden,Padmapuram Gardens
It is well maintained botanical garden with different plant species. Students of botany should visit this garden.,Padmapuram Gardens
Simply loved it. Seen some varieties of tree species which i haven't seen before. I missed some parts because it was raining heavily at that time.,Padmapuram Gardens
Good maintainence and peacefull garden in Araku ..not much entertainment /food and new trees but clean atmosphere,Padmapuram Gardens
The best regards to your mail and I will send you the best Happy journey to me and my friend is it ok if we can download the best regards to your mail id is not a part of HUÑTRS you can get the best Happy journey of a dumb and blind and I …,Padmapuram Gardens
It is good but lots of open places and so the sunlight and heat is heavy.,Padmapuram Gardens
Very well maintained. Less crowd compared to Araku center...must visit place for those who love Plants and Nature,Padmapuram Gardens
Best place for garden lover and couple who wants to enjoy the leisure time within nature and with own...,Padmapuram Gardens
The garden is super clean and very informative. Must visit if you’re travelling with kids.,Padmapuram Gardens
Nice park but they should specify the botanical name of every plant and flowers.,Padmapuram Gardens
"I love padmapuram gardens everything is excellent, beautiful flowers, greenary everywhere",Padmapuram Gardens
Good and peaceful place. Everything is maintained really well except the Shiva fountain. Don't know why they aren't cleaning the fountains.,Padmapuram Gardens
"Fine, if you don't want to walk around there is a toy train.",Padmapuram Gardens
Nice Botanical Garden With Varieties Of Plants & Trees.,Padmapuram Gardens
Schedule 3 to 4 hours to spend the time at this place. Add some photos and good talks to your memory here.,Padmapuram Gardens
Great place if you love greenary... Ticket price is somewhat costly otherwise great...,Padmapuram Gardens
Beutiful place and very good vegetation with lots of flowers and greenery,Padmapuram Gardens
Now a days renovation done with new look,Padmapuram Gardens
Such a beautiful place to spend some peaceful time.,Padmapuram Gardens
Basically it is only a botanical garden with only plants of different types and small park to sit... i suggest if u only love flowers or plants then go otherwise it is a waste of time...,Padmapuram Gardens
Very big garden ....well maintained garden....soo many flowers and a very clean space ...tourist hotspot......,Padmapuram Gardens
Amazing garden with family members we will enjoy. Children play area also here. Kids really like this place.,Padmapuram Gardens
"Nice garden,, beautiful flowers,,,, tree's",Padmapuram Gardens
Excellent garden in Arakku valley. Well maintained. Lot of flower plants. People can relax for hours. It is a best place for children.,Padmapuram Gardens
AP tourism had done a good Job at recovering after hudhud cyclone. But still maintenance could be better. You can visit if you have never visited.,Padmapuram Gardens
"Botanical Garden. Only Regular flowers to see. Disappointed. But some place to capture photos. But, don't expectations before to see the location.",Padmapuram Gardens
Only one botanical garden in Araku surrounding. We see here apple plantation,Padmapuram Gardens
"Good Garden but very small area, There is Nothing to See Except the regularly Visible plants and Trees...",Padmapuram Gardens
"Amazing place, cool weather, noise free place. Almost all tribal plants are there, nice atmosphere ......",Padmapuram Gardens
Dis garden is literally bigger in area 🙄🙄 so could'nt cover much places but enjoyed the greenery😍😍 …,Padmapuram Gardens
Nice place to explore different species of plants and vegetation. Wonderful place to experience greenery.,Padmapuram Gardens
Awesome place to spend 2- 3 hours and for kids to enjoy.,Padmapuram Gardens
Nice place to spend time with family. Pleasant atmosphere..,Padmapuram Gardens
Nice place to visit in araku. Toy train for children and good flowers. Also nice collection of older trees. Washrooms are not good.,Padmapuram Gardens
Excellent place to relax and refresh the only con about this place is we don’t have much variety’s of plants and the maintenance of this place is also not up to the mark,Padmapuram Gardens
Nothing special in it. Just a simlple park. Wastage of time. Some statues in the park is good.,Padmapuram Gardens
"It takes atleast 2hrs to cover the garden. Variety of trees and plants that too on a snowy morning, wow that's really amazing",Padmapuram Gardens
"Beautiful garden, well maintained to relax. In addition to that sliding, swings and other play amenities are there for children to play",Padmapuram Gardens
"Nice garden and nice maintenance

* Entry fee is INR40. …",Padmapuram Gardens
Beautiful Greenish Location at Araku . . Love the plants and Trees . . ☺️☺️👍👍 …,Padmapuram Gardens
Not so attractive. But there are so many unknown trees and different flowers. Toy train is ran by the authority.,Padmapuram Gardens
Clean well maintained gardens.. must visit if u r in araku,Padmapuram Gardens
Nice place with lots of different flowers and plants. Very pleasant atmosphere. But no shops or food available inside.,Padmapuram Gardens
"Very good view, beggar should be removed in front of entrance gate, space management poor,",Padmapuram Gardens
"Large area , good place but nothing extraordinary and grate",Padmapuram Gardens
"It's a botanical garden
If you love plant then it's a interesting place for you otherwise not",Padmapuram Gardens
It is a quite peacefull place where we can come here with family...,Padmapuram Gardens
"Good place to hangout with family and kids, but would suggest you not to visit if you are in a one day trip to araku..",Padmapuram Gardens
Best garden in Araku. Recommended to everyone who wants peace of mind and nice pics to share on social media,Padmapuram Gardens
Full relaxation under the trees... All types of trees n plants watch here. Nice.,Padmapuram Gardens
Decent gardens.Good place to take pictures,Padmapuram Gardens
"It is just  a botanical garden with a lot of varieties of trees, flowering plants and shrubs. …",Padmapuram Gardens
Nice place to visit with family. Full of lush greenery,Padmapuram Gardens
"Excellent place, especially for children it's a amusement park.",Padmapuram Gardens
Beautiful garden. Best experience in winter and Spring season. Must walk on bare foot on the grass you feel awesome.,Padmapuram Gardens
"Nice place to relax with family and friends , mostly beautiful places in this gardens are sunflower 🌻 garden and rose garden …",Padmapuram Gardens
Well maintained park,Padmapuram Gardens
"Beautiful collection of flowers wide variety of tress
Stress reliver
The architecture and the maintainence if the garden is super 😍❤ …",Padmapuram Gardens
Gud place to visit. Botanical Garden. those who loves trees can go...,Padmapuram Gardens
Beautiful and pleasant atmosphere.,Padmapuram Gardens
Beautiful garden with nice flowers and spread in very big area.,Padmapuram Gardens
Very well maintained garden with varied species of plants. Must visit in Aaraku.,Padmapuram Gardens
Nice place morning sunrise 🌅 …,Padmapuram Gardens
Its a good place to go. Padmapuram gardens and aruku garden are the same which are maintained by aptdc,Padmapuram Gardens
It was just normal botanical garden 🏡 …,Padmapuram Gardens
"An awesome place, lovely plants, trees and shrubs. Could do with a little maintenance",Padmapuram Gardens
Very good garden for children. Very much enjoyed it.,Padmapuram Gardens
A train will take you through the garden. A nice park to hang around. Well maintained.,Padmapuram Gardens
Not much to see here. It is overrated.,Padmapuram Gardens
Not so good. But it's been okay to be with friends and relatives. Pics I have taken them on my way to garden,Padmapuram Gardens
Good. But the toilet should be cleaned and smell less,Padmapuram Gardens
Average place..you can spending some times here and see lots of tress and flowers..there is also a toy train..good for walking...,Padmapuram Gardens
It is one of the best garden in aruku in my childhood but now it lost its beauty......,Padmapuram Gardens
A botanical garden managed by A P Tourism in the Araku Valley is a more a tourist spot than visited by the locals. The vegetation Flora and Fauna with different species of birds around in the valley make the place an attraction for …,Padmapuram Gardens
"Good rose garden, some areas maintained well, still it can be improved.",Padmapuram Gardens
A normal park where you can around peacefully and enjoy the flowers in bloom,Padmapuram Gardens
One of the beautiful graden and with great hygiene and ambiance and atmosphere where very peaceful...,Padmapuram Gardens
"Padmapuram Botanical garden is the excellent, Peaceful place. This is also a picnic  spot.",Padmapuram Gardens
"Name it self indicate that this garden was filled with almost all plants like herbal, aromatic,spices, flower plants etc... Full of greenary maintened very cleanly.... Washrooms are very durty...",Padmapuram Gardens
Very nice botanical garden with variety of plants and trees.,Padmapuram Gardens
great place to spend some time with family .,Padmapuram Gardens
One of the most wanted tourism place..!! redsandal trees❤️...!! Apple trees...!!different different flowers vases..!!Tyre Train route..!! 100years ago trees ❤️,Padmapuram Gardens
"Quaint and beautiful place to visit. The plants are well taken care of,  and the tpiary is good.  The Botanical names of plants should be paid attention.",Padmapuram Gardens
One of very good place at ARAKU. you can have good photo shoots over here,Padmapuram Gardens
"Good atmosphere, more details about plants and trees should be displayed there",Padmapuram Gardens
"Good place to vidit, lots of plats & flowers, a must visit place in Araku valley.",Padmapuram Gardens
"Very nice calm and beautiful place, full of exotic flower abd and trees",Padmapuram Gardens
Various tree's inagurated by NCBN true nature trees loved njoy family and friends,Padmapuram Gardens
Nice place in araku valley. Nature with trees and awesome environment. Timings 8AM TO 5PM. Memorable experience. Full enjoyment. Visit it in araku trip. It is near by araku railway station.,Padmapuram Gardens
Beautiful and peaceful with different types of trees and flowers. Good for family picnics or a pleasant walk around the garden.,Padmapuram Gardens
"Garden needs better maintenance. Also, identification and direction boards should be in English also.",Padmapuram Gardens
Its Entry Fee is 40 rs... Which is Too much... The garden Doesn't Have anything to see which can justify the Entree fees of 49 Rs.... Its Entry fee should have been Rs 10 or Less....,Padmapuram Gardens
"Variety of flowers and plants......

Peaceful environment and spend some quality time with family and friends......",Padmapuram Gardens
Good but it takes time to see everything,Padmapuram Gardens
It's a good botanical Garden to visit for,Padmapuram Gardens
Nice gardens. Visit evenings,Padmapuram Gardens
Decent park . Entry fee is too high (40 rs) . Nothing exciting to see in the park,Padmapuram Gardens
Good.There is nothing special to see.  Just spending time.,Padmapuram Gardens
Really wonderful to enjoy with peaceful climate with all family members... Garden is full of beautiful trees ..,Padmapuram Gardens
"It's just a park, nothing special, instead of walking just sit on train, you will see quickly. Clicking photos , shoots it is good.",Padmapuram Gardens
